session_number,Customer ID,song_number,Date,Artist,Song
103,a8ed24,1,2021-01-04T22:59:59.971200Z,Grease,You’re The One That I Want
103,a8ed24,2,2021-01-04T23:01:59.980800Z,High School Musical,Breaking Free
104,758060,1,2021-01-05T01:00:00.028800Z,Shania Twain,Man! I Feel Like A Woman
105,ad5f75,1,2021-01-05T01:59:59.971200Z,Beyonce,Single Ladies (Put A Ring On It)
106,f17170,1,2021-01-05T03:00:00Z,Frozen,Let It Go
106,f17170,2,2021-01-05T03:02:00.009600Z,Lewis Capaldi,Someone You Loved
106,f17170,3,2021-01-05T03:04:59.980800Z,High School Musical,Breaking Free
106,f17170,4,2021-01-05T03:08:00.038400Z,Pinkfong,Baby Shark
106,f17170,5,2021-01-05T03:11:00.009600Z,Camilla Cabello Ft. Young Thug,Havana
106,f17170,6,2021-01-05T03:13:00.019200Z,The Little Mermaid,Part Of Your World
106,f17170,7,2021-01-05T03:15:59.990400Z,Frank Sinatra,New York New York
107,5f56ac,1,2021-01-05T10:00:00.028800Z,Camilla Cabello Ft. Young Thug,Havana
107,5f56ac,2,2021-01-05T10:02:00.038400Z,Destiny’s Child,Say My Name
107,5f56ac,3,2021-01-05T10:03:59.961600Z,Cher,Believe
108,f17170,1,2021-01-05T13:00:00.028800Z,Queen,Don’t Stop Me Now
109,732ed3,1,2021-01-05T13:59:59.971200Z,Mariah Carey,All I Want For Christmas Is You
109,732ed3,2,2021-01-05T14:01:59.980800Z,Oasis,Don’t Look Back In Anger
109,732ed3,3,2021-01-05T14:05:00.038400Z,Ed Sheeran,Castle On The Hill
110,8c876d,1,2021-01-05T16:59:59.971200Z,Elvis Presley,Suspicious Minds
110,8c876d,2,2021-01-05T17:03:00.028800Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
110,8c876d,3,2021-01-05T17:06:00Z,Whitney Houston,I Wanna Dance With Somebody
110,8c876d,4,2021-01-05T17:08:59.971200Z,TLC,No Scrubs
110,8c876d,5,2021-01-05T17:12:00.028800Z,TLC,No Scrubs
111,40b63a,1,2021-01-05T22:00:00.028800Z,ABBA,Gimme Gimme Gimme
111,40b63a,2,2021-01-05T22:02:00.038400Z,Aqua,Barbie Girl
111,40b63a,3,2021-01-05T22:03:59.961600Z,Camilla Cabello Ft. Young Thug,Havana
112,140940,1,2021-01-06T01:00:00.028800Z,Neil Diamond,Sweet Caroline
112,140940,2,2021-01-06T01:03:00Z,TLC,No Scrubs
112,140940,3,2021-01-06T01:05:59.971200Z,Aladdin,A Whole New World
113,758060,1,2021-01-06T04:00:00.028800Z,Bonnie Tyler,Total Eclipse Of The Heart
113,758060,2,2021-01-06T04:03:00Z,Oasis,Wonderwall
113,758060,3,2021-01-06T04:05:00.009600Z,Will Smith,The Fresh Prince Of Bel Air
113,758060,4,2021-01-06T04:07:00.019200Z,Little Mix,Shout Out To My Ex
113,758060,5,2021-01-06T04:09:59.990400Z,Little Mix,Shout Out To My Ex
113,758060,6,2021-01-06T04:12:59.961600Z,ABBA,Waterloo
114,4b11b8,1,2021-01-06T10:00:00.028800Z,Oasis,Wonderwall
115,98b4b4,1,2021-01-06T10:59:59.971200Z,Gloria Gaynor,I Will Survive
115,98b4b4,2,2021-01-06T11:01:59.980800Z,Billie Eilish,Bad Guy
115,98b4b4,3,2021-01-06T11:03:59.990400Z,Elvis Presley,Suspicious Minds
115,98b4b4,4,2021-01-06T11:06:59.961600Z,Kesha,This Is Me (Greatest Showman)
116,e43422,1,2021-01-06T15:00:00Z,Frank Sinatra,New York New York
116,e43422,2,2021-01-06T15:02:59.971200Z,John Denver,"Take Me Home, Country Roads"
116,e43422,3,2021-01-06T15:06:00.028800Z,Cher,Believe
117,301133,1,2021-01-06T18:00:00Z,Bonnie Tyler,Total Eclipse Of The Heart
118,cda151,1,2021-01-06T19:00:00.028800Z,Pinkfong,Baby Shark
118,cda151,2,2021-01-06T19:03:00Z,Ed Sheeran,Perfect
118,cda151,3,2021-01-06T19:05:00.009600Z,John Denver,"Take Me Home, Country Roads"
118,cda151,4,2021-01-06T19:07:59.980800Z,A-Ha,Take On Me
118,cda151,5,2021-01-06T19:09:59.990400Z,High School Musical,Breaking Free
118,cda151,6,2021-01-06T19:12:59.961600Z,Shawn Mendes & Camila Cabello,Senorita
118,cda151,7,2021-01-06T19:16:00.019200Z,Dolly Parton,9 To 5
118,cda151,8,2021-01-06T19:18:00.028800Z,The Pogues,Fairytale Of New York
119,15885d,1,2021-01-07T03:00:00Z,Elvis Presley,Suspicious Minds
120,0cf9e6,1,2021-01-07T04:00:00.028800Z,Britney Spears,Baby One More Time
120,0cf9e6,2,2021-01-07T04:02:00.038400Z,Queen,I Want To Break Free
120,0cf9e6,3,2021-01-07T04:05:00.009600Z,Robbie Williams,Angels
121,cc86ee,1,2021-01-07T07:00:00.028800Z,Eminem,Lose Yourself
122,580086,1,2021-01-07T07:59:59.971200Z,Whitney Houston,I Wanna Dance With Somebody
123,a242ac,1,2021-01-07T09:00:00Z,Pinkfong,Baby Shark
123,a242ac,2,2021-01-07T09:02:59.971200Z,Estelle Ft. Kanye West,American Boy
123,a242ac,3,2021-01-07T09:06:00.028800Z,Aqua,Barbie Girl
123,a242ac,4,2021-01-07T09:08:00.038400Z,Gloria Gaynor,I Will Survive
123,a242ac,5,2021-01-07T09:09:59.961600Z,High School Musical,Breaking Free
123,a242ac,6,2021-01-07T09:13:00.019200Z,Wham!,Last Christmas
123,a242ac,7,2021-01-07T09:15:00.028800Z,Ed Sheeran,Castle On The Hill
123,a242ac,8,2021-01-07T09:18:00Z,Kings Of Leon,Sex Is On Fire
123,a242ac,9,2021-01-07T09:20:00.009600Z,Kings Of Leon,Sex Is On Fire
123,a242ac,10,2021-01-07T09:22:00.019200Z,Eminem,Lose Yourself
124,498a45,1,2021-01-07T19:00:00.028800Z,The Weather Girls,It’s Raining Men
124,498a45,2,2021-01-07T19:02:00.038400Z,Kings Of Leon,Sex Is On Fire
124,498a45,3,2021-01-07T19:03:59.961600Z,Mark Ronson Ft. Bruno Mars,Uptown Funk
124,498a45,4,2021-01-07T19:07:00.019200Z,Frank Sinatra,New York New York
125,d4f798,1,2021-01-07T22:59:59.971200Z,The Little Mermaid,Under The Sea
125,d4f798,2,2021-01-07T23:01:59.980800Z,Lil Nas X,Old Town Road
125,d4f798,3,2021-01-07T23:05:00.038400Z,ABBA,Dancing Queen
126,f0549d,1,2021-01-08T01:59:59.971200Z,The Lion King,I Just Can’t Wait To Be King
126,f0549d,2,2021-01-08T02:01:59.980800Z,Ava Max,Sweet But Psycho
126,f0549d,3,2021-01-08T02:05:00.038400Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
126,f0549d,4,2021-01-08T02:08:00.009600Z,Will Smith,The Fresh Prince Of Bel Air
126,f0549d,5,2021-01-08T02:10:00.019200Z,Frank Sinatra,New York New York
126,f0549d,6,2021-01-08T02:12:59.990400Z,Aqua,Barbie Girl
127,98150b,1,2021-01-08T07:59:59.971200Z,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
127,98150b,2,2021-01-08T08:01:59.980800Z,John Denver,"Take Me Home, Country Roads"
127,98150b,3,2021-01-08T08:05:00.038400Z,Britney Spears,Baby One More Time
127,98150b,4,2021-01-08T08:06:59.961600Z,John Denver,"Take Me Home, Country Roads"
127,98150b,5,2021-01-08T08:10:00.019200Z,Dolly Parton & Kenny Rogers,Islands In The Stream
127,98150b,6,2021-01-08T08:12:59.990400Z,Alexandra Burke,Hallelujah
128,b0c352,1,2021-01-08T15:00:00Z,Ed Sheeran,Perfect
128,b0c352,2,2021-01-08T15:02:00.009600Z,Moana,How Far I’ll Go
128,b0c352,3,2021-01-08T15:04:59.980800Z,High School Musical,Breaking Free
129,1d80ad,1,2021-01-08T19:00:00.028800Z,Frank Sinatra,New York New York
130,cc86ee,1,2021-01-08T19:59:59.971200Z,ABBA,Waterloo
130,cc86ee,2,2021-01-08T20:03:00.028800Z,Frozen,Let It Go
130,cc86ee,3,2021-01-08T20:05:00.038400Z,Will Smith,The Fresh Prince Of Bel Air
130,cc86ee,4,2021-01-08T20:06:59.961600Z,Anne-Marie,2002
131,bf513b,1,2021-01-09T01:00:00.028800Z,Guns N’ Roses,Sweet Child O’ Mine
131,bf513b,2,2021-01-09T01:02:00.038400Z,Cher,Believe
131,bf513b,3,2021-01-09T01:05:00.009600Z,The Greatest Showman,A Million Dreams
131,bf513b,4,2021-01-09T01:07:59.980800Z,Grease,Summer Nights
131,bf513b,5,2021-01-09T01:09:59.990400Z,Bonnie Tyler,Total Eclipse Of The Heart
132,3fdc46,1,2021-01-09T06:00:00Z,ABBA,Gimme Gimme Gimme
133,98b4b4,1,2021-01-09T07:00:00.028800Z,Shawn Mendes & Camila Cabello,Senorita
134,896f04,1,2021-01-09T07:59:59.971200Z,Gloria Gaynor,I Will Survive
135,b33ec1,1,2021-01-09T09:00:00Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
135,b33ec1,2,2021-01-09T09:02:59.971200Z,The Little Mermaid,Part Of Your World
135,b33ec1,3,2021-01-09T09:06:00.028800Z,Anne-Marie,2002
136,8dc987,1,2021-01-09T12:00:00Z,Wham!,Last Christmas
136,8dc987,2,2021-01-09T12:02:00.009600Z,ABBA,Mamma Mia
136,8dc987,3,2021-01-09T12:04:00.019200Z,Mark Ronson Ft. Bruno Mars,Uptown Funk
136,8dc987,4,2021-01-09T12:06:59.990400Z,Wham!,Last Christmas
136,8dc987,5,2021-01-09T12:09:00Z,Spice Girls,Wannabe
137,,1,2021-01-09T16:59:59.971200Z,Backstreet Boys,I Want It That Way
137,,2,2021-01-09T17:01:59.980800Z,Ariana Grande,7 Rings
138,0cf9e6,1,2021-01-09T19:00:00.028800Z,The Pogues,Fairytale Of New York
138,0cf9e6,2,2021-01-09T19:02:00.038400Z,John Denver,"Take Me Home, Country Roads"
139,509ec8,1,2021-01-09T21:00:00Z,The Lion King,Can You Feel The Love Tonight
139,509ec8,2,2021-01-09T21:02:00.009600Z,Kesha,This Is Me (Greatest Showman)
139,509ec8,3,2021-01-09T21:04:59.980800Z,The Weather Girls,It’s Raining Men
139,509ec8,4,2021-01-09T21:06:59.990400Z,Ava Max,Sweet But Psycho
140,c01ecb,1,2021-01-10T01:00:00.028800Z,Lady Gaga & Bradley Cooper,Shallow
141,a5632d,1,2021-01-10T01:59:59.971200Z,The Little Mermaid,Under The Sea
141,a5632d,2,2021-01-10T02:01:59.980800Z,Queen,We Will Rock You
142,509ec8,1,2021-01-10T04:00:00.028800Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
142,509ec8,2,2021-01-10T04:03:00Z,ABBA,Waterloo
142,509ec8,3,2021-01-10T04:05:59.971200Z,John Denver,"Take Me Home, Country Roads"
142,509ec8,4,2021-01-10T04:09:00.028800Z,Elvis Presley,Suspicious Minds
143,47a375,1,2021-01-10T07:59:59.971200Z,Dua Lipa,New Rules
143,47a375,2,2021-01-10T08:03:00.028800Z,Dolly Parton & Kenny Rogers,Islands In The Stream
144,d93ab5,1,2021-01-10T10:00:00.028800Z,Shania Twain,Man! I Feel Like A Woman
145,a2b2d8,1,2021-01-10T10:59:59.971200Z,The Human League,Don’t You Want Me Baby
145,a2b2d8,2,2021-01-10T11:03:00.028800Z,Mark Ronson Ft. Amy Winehouse,Valerie
145,a2b2d8,3,2021-01-10T11:06:00Z,George Ezra,Shotgun
146,a9f512,1,2021-01-10T13:59:59.971200Z,Kings Of Leon,Sex Is On Fire
147,4eb901,1,2021-01-10T15:00:00Z,Pinkfong,Baby Shark
147,4eb901,2,2021-01-10T15:02:59.971200Z,Wheatus,Teenage Dirtbag
147,4eb901,3,2021-01-10T15:06:00.028800Z,The Little Mermaid,Part Of Your World
148,16fc7f,1,2021-01-10T18:00:00Z,Estelle Ft. Kanye West,American Boy
149,74e4cd,1,2021-01-10T19:00:00.028800Z,The Little Mermaid,Part Of Your World
149,74e4cd,2,2021-01-10T19:03:00Z,Eminem,Lose Yourself
149,74e4cd,3,2021-01-10T19:05:59.971200Z,Oasis,Wonderwall
149,74e4cd,4,2021-01-10T19:07:59.980800Z,Will Smith,The Fresh Prince Of Bel Air
150,f97dbd,1,2021-01-10T22:59:59.971200Z,Dirty Dancing,The Time Of My Life
151,7caaf5,1,2021-01-11T00:00:00Z,Queen,I Want To Break Free
151,7caaf5,2,2021-01-11T00:02:59.971200Z,Whitney Houston,I Wanna Dance With Somebody
151,7caaf5,3,2021-01-11T00:06:00.028800Z,The Lion King,I Just Can’t Wait To Be King
151,7caaf5,4,2021-01-11T00:08:00.038400Z,Billie Eilish,Bad Guy
151,7caaf5,5,2021-01-11T00:09:59.961600Z,Backstreet Boys,Everybody
152,9d36bb,1,2021-01-11T04:59:59.971200Z,ABBA,Dancing Queen
153,058fcc,1,2021-01-11T06:00:00Z,Elton John,Your Song
153,058fcc,2,2021-01-11T06:02:00.009600Z,Aladdin,A Whole New World
154,a0a25c,1,2021-01-11T07:59:59.971200Z,Elton John,Your Song
155,cdda70,1,2021-01-11T09:00:00Z,Toto,Africa
156,2e5db7,1,2021-01-11T10:00:00.028800Z,Ed Sheeran,Perfect
157,749ebe,1,2021-01-11T10:59:59.971200Z,Aladdin,A Whole New World
158,14e19f,1,2021-01-11T12:00:00Z,Frozen,Let It Go
159,707b62,1,2021-01-11T13:00:00.028800Z,The Human League,Don’t You Want Me Baby
160,56f7a2,1,2021-01-11T13:59:59.971200Z,Destiny’s Child,Say My Name
160,56f7a2,2,2021-01-11T14:01:59.980800Z,Neil Diamond,Sweet Caroline
160,56f7a2,3,2021-01-11T14:05:00.038400Z,Mark Ronson Ft. Amy Winehouse,Valerie
160,56f7a2,4,2021-01-11T14:08:00.009600Z,Tones And I,Dance Monkey
160,56f7a2,5,2021-01-11T14:10:59.980800Z,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
160,56f7a2,6,2021-01-11T14:12:59.990400Z,Oasis,Wonderwall
161,a2b2d8,1,2021-01-11T19:59:59.971200Z,The Human League,Don’t You Want Me Baby
162,74015b,1,2021-01-11T21:00:00Z,Shawn Mendes & Camila Cabello,Senorita
163,6eb0e1,1,2021-01-11T22:00:00.028800Z,Britney Spears,Toxic
164,793a1c,1,2021-01-11T22:59:59.971200Z,Tones And I,Dance Monkey
164,793a1c,2,2021-01-11T23:03:00.028800Z,Dolly Parton & Kenny Rogers,Islands In The Stream
164,793a1c,3,2021-01-11T23:06:00Z,Will Smith,The Fresh Prince Of Bel Air
164,793a1c,4,2021-01-11T23:08:00.009600Z,ABBA,Gimme Gimme Gimme
164,793a1c,5,2021-01-11T23:10:00.019200Z,Dirty Dancing,The Time Of My Life
164,793a1c,6,2021-01-11T23:12:59.990400Z,ABBA,Dancing Queen
164,793a1c,7,2021-01-11T23:15:00Z,Backstreet Boys,I Want It That Way
164,793a1c,8,2021-01-11T23:17:00.009600Z,Neil Diamond,Sweet Caroline
164,793a1c,9,2021-01-11T23:19:59.980800Z,Ed Sheeran & Justin Bieber,I Don’t Care
164,793a1c,10,2021-01-11T23:23:00.038400Z,Mariah Carey,All I Want For Christmas Is You
164,793a1c,11,2021-01-11T23:24:59.961600Z,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
164,793a1c,12,2021-01-11T23:26:59.971200Z,Pinkfong,Baby Shark
165,a5632d,1,2021-01-12T10:59:59.971200Z,Destiny’s Child,Say My Name
165,a5632d,2,2021-01-12T11:01:59.980800Z,Will Smith,The Fresh Prince Of Bel Air
166,74e4cd,1,2021-01-12T13:00:00.028800Z,Backstreet Boys,I Want It That Way
166,74e4cd,2,2021-01-12T13:02:00.038400Z,High School Musical,Breaking Free
166,74e4cd,3,2021-01-12T13:05:00.009600Z,The Human League,Don’t You Want Me Baby
166,74e4cd,4,2021-01-12T13:07:59.980800Z,Bon Jovi,Livin’ On A Prayer
166,74e4cd,5,2021-01-12T13:09:59.990400Z,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
166,74e4cd,6,2021-01-12T13:12:00Z,The Human League,Don’t You Want Me Baby
167,a2bde8,1,2021-01-12T19:00:00.028800Z,Bryan Adams,Summer Of ’69
167,a2bde8,2,2021-01-12T19:03:00Z,Ava Max,Sweet But Psycho
167,a2bde8,3,2021-01-12T19:05:59.971200Z,Queen,We Will Rock You
168,75594b,1,2021-01-12T22:00:00.028800Z,Alexandra Burke,Hallelujah
169,8d850e,1,2021-01-12T22:59:59.971200Z,ABBA,Gimme Gimme Gimme
170,74e4cd,1,2021-01-13T00:00:00Z,Whitney Houston,I Wanna Dance With Somebody
170,74e4cd,2,2021-01-13T00:02:59.971200Z,Cher,Believe
170,74e4cd,3,2021-01-13T00:06:00.028800Z,Kesha,This Is Me (Greatest Showman)
170,74e4cd,4,2021-01-13T00:09:00Z,Elton John & Kiki Dee,Don’t Go Breaking My Heart
170,74e4cd,5,2021-01-13T00:11:00.009600Z,George Ezra,Shotgun
170,74e4cd,6,2021-01-13T00:13:00.019200Z,Spice Girls,Wannabe
170,74e4cd,7,2021-01-13T00:15:00.028800Z,Dirty Dancing,The Time Of My Life
170,74e4cd,8,2021-01-13T00:18:00Z,Mariah Carey,All I Want For Christmas Is You
171,a0a25c,1,2021-01-13T07:59:59.971200Z,The Lion King,Can You Feel The Love Tonight
171,a0a25c,2,2021-01-13T08:01:59.980800Z,Elton John,Your Song
171,a0a25c,3,2021-01-13T08:03:59.990400Z,Ike And Tina Turner,Proud Mary
172,a2b2d8,1,2021-01-13T10:59:59.971200Z,Ed Sheeran,Castle On The Hill
172,a2b2d8,2,2021-01-13T11:03:00.028800Z,Loren Allred,Never Enough (The Greatest Showman)
172,a2b2d8,3,2021-01-13T11:05:00.038400Z,The Pogues,Fairytale Of New York
172,a2b2d8,4,2021-01-13T11:06:59.961600Z,The Pogues,Fairytale Of New York
172,a2b2d8,5,2021-01-13T11:08:59.971200Z,Alexandra Burke,Hallelujah
172,a2b2d8,6,2021-01-13T11:12:00.028800Z,Ed Sheeran,Shape Of You
172,a2b2d8,7,2021-01-13T11:15:00Z,ABBA,Waterloo
172,a2b2d8,8,2021-01-13T11:17:59.971200Z,Ed Sheeran,Shape Of You
173,abae4d,1,2021-01-13T19:00:00.028800Z,Dolly Parton,Jolene
174,a3f849,1,2021-01-13T19:59:59.971200Z,Aladdin,A Whole New World
174,a3f849,2,2021-01-13T20:03:00.028800Z,Robbie Williams,Angels
174,a3f849,3,2021-01-13T20:06:00Z,Gloria Gaynor,I Will Survive
175,1d80ad,1,2021-01-14T00:00:00Z,Ed Sheeran & Justin Bieber,I Don’t Care
175,1d80ad,2,2021-01-14T00:02:59.971200Z,Elvis Presley,Suspicious Minds
175,1d80ad,3,2021-01-14T00:06:00.028800Z,Wham!,Last Christmas
175,1d80ad,4,2021-01-14T00:08:00.038400Z,Aladdin,A Whole New World
175,1d80ad,5,2021-01-14T00:11:00.009600Z,Lady Gaga & Bradley Cooper,Shallow
176,8bc93d,1,2021-01-14T04:59:59.971200Z,Dolly Parton,Jolene
176,8bc93d,2,2021-01-14T05:01:59.980800Z,Dirty Dancing,The Time Of My Life
176,8bc93d,3,2021-01-14T05:05:00.038400Z,Backstreet Boys,Everybody
177,f97dbd,1,2021-01-14T07:59:59.971200Z,Elvis Presley,Suspicious Minds
177,f97dbd,2,2021-01-14T08:03:00.028800Z,Oasis,Don’t Look Back In Anger
177,f97dbd,3,2021-01-14T08:06:00Z,TLC,No Scrubs
177,f97dbd,4,2021-01-14T08:08:59.971200Z,Queen,We Will Rock You
177,f97dbd,5,2021-01-14T08:12:00.028800Z,Whitney Houston,I Wanna Dance With Somebody
177,f97dbd,6,2021-01-14T08:15:00Z,Bryan Adams,Summer Of ’69
178,,1,2021-01-14T13:59:59.971200Z,Taylor Swift,Shake It Off
179,01fc7c,1,2021-01-14T15:00:00Z,Ed Sheeran & Justin Bieber,I Don’t Care
180,2f626e,1,2021-01-14T16:00:00.028800Z,Frank Sinatra,My Way
180,2f626e,2,2021-01-14T16:03:00Z,ABBA,Dancing Queen
181,058fcc,1,2021-01-14T18:00:00Z,Ike And Tina Turner,Proud Mary
181,058fcc,2,2021-01-14T18:02:00.009600Z,Neil Diamond,Sweet Caroline
182,23d93f,1,2021-01-14T19:59:59.971200Z,Taylor Swift,Shake It Off
183,74e4cd,1,2021-01-14T21:00:00Z,Dirty Dancing,The Time Of My Life
183,74e4cd,2,2021-01-14T21:02:59.971200Z,Elton John & Kiki Dee,Don’t Go Breaking My Heart
184,dfeeea,1,2021-01-14T22:59:59.971200Z,Robbie Williams,Angels
184,dfeeea,2,2021-01-14T23:03:00.028800Z,Dolly Parton,9 To 5
184,dfeeea,3,2021-01-14T23:05:00.038400Z,Backstreet Boys,I Want It That Way
184,dfeeea,4,2021-01-14T23:06:59.961600Z,A-Ha,Take On Me
184,dfeeea,5,2021-01-14T23:08:59.971200Z,Kesha,This Is Me (Greatest Showman)
184,dfeeea,6,2021-01-14T23:12:00.028800Z,Lewis Capaldi,Someone You Loved
184,dfeeea,7,2021-01-14T23:15:00Z,Will Smith,The Fresh Prince Of Bel Air
185,a59dd7,1,2021-01-15T07:00:00.028800Z,Bon Jovi,Livin’ On A Prayer
185,a59dd7,2,2021-01-15T07:02:00.038400Z,Shania Twain,Man! I Feel Like A Woman
185,a59dd7,3,2021-01-15T07:05:00.009600Z,Ed Sheeran,Perfect
185,a59dd7,4,2021-01-15T07:07:00.019200Z,ABBA,Waterloo
185,a59dd7,5,2021-01-15T07:09:59.990400Z,TLC,No Scrubs
186,74e4cd,1,2021-01-15T12:00:00Z,Journey,Don’t Stop Believin’
187,0b032a,1,2021-01-15T13:00:00.028800Z,Dolly Parton,Jolene
187,0b032a,2,2021-01-15T13:02:00.038400Z,Luis Fonsi & Daddy Yankee,Despacito
187,0b032a,3,2021-01-15T13:03:59.961600Z,Outkast,Hey Ya
187,0b032a,4,2021-01-15T13:07:00.019200Z,Frozen,Let It Go
188,ccee6c,1,2021-01-15T16:59:59.971200Z,Estelle Ft. Kanye West,American Boy
188,ccee6c,2,2021-01-15T17:03:00.028800Z,Frank Sinatra,New York New York
189,793a1c,1,2021-01-15T19:00:00.028800Z,Whitney Houston,I Wanna Dance With Somebody
190,6.9900000000000002E+67,1,2021-01-15T19:59:59.971200Z,The Weather Girls,It’s Raining Men
190,6.9900000000000002E+67,2,2021-01-15T20:01:59.980800Z,Guns N’ Roses,Sweet Child O’ Mine
190,6.9900000000000002E+67,3,2021-01-15T20:03:59.990400Z,Loren Allred,Never Enough (The Greatest Showman)
190,6.9900000000000002E+67,4,2021-01-15T20:06:00Z,TLC,No Scrubs
190,6.9900000000000002E+67,5,2021-01-15T20:08:59.971200Z,The Greatest Showman,A Million Dreams
190,6.9900000000000002E+67,6,2021-01-15T20:12:00.028800Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
191,793a1c,1,2021-01-16T01:59:59.971200Z,The Little Mermaid,Part Of Your World
191,793a1c,2,2021-01-16T02:03:00.028800Z,The Proclaimers,I’m Gonna Be (500 Miles)
191,793a1c,3,2021-01-16T02:06:00Z,Queen,We Will Rock You
191,793a1c,4,2021-01-16T02:08:59.971200Z,Will Smith,The Fresh Prince Of Bel Air
191,793a1c,5,2021-01-16T02:10:59.980800Z,Britney Spears,Toxic
191,793a1c,6,2021-01-16T02:14:00.038400Z,Aladdin,A Whole New World
191,793a1c,7,2021-01-16T02:17:00.009600Z,Robbie Williams,Angels
192,7da7c9,1,2021-01-16T09:00:00Z,George Ezra,Shotgun
192,7da7c9,2,2021-01-16T09:02:00.009600Z,Backstreet Boys,I Want It That Way
192,7da7c9,3,2021-01-16T09:04:00.019200Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
192,7da7c9,4,2021-01-16T09:06:59.990400Z,Elton John,Your Song
193,c02782,1,2021-01-16T13:00:00.028800Z,Frank Sinatra,My Way
193,c02782,2,2021-01-16T13:03:00Z,The Pogues,Fairytale Of New York
193,c02782,3,2021-01-16T13:05:00.009600Z,Queen,Don’t Stop Me Now
194,01fc7c,1,2021-01-16T16:00:00.028800Z,The Lion King,Can You Feel The Love Tonight
194,01fc7c,2,2021-01-16T16:02:00.038400Z,Outkast,Hey Ya
194,01fc7c,3,2021-01-16T16:05:00.009600Z,Journey,Don’t Stop Believin’
194,01fc7c,4,2021-01-16T16:07:59.980800Z,Ed Sheeran,Castle On The Hill
195,74e4cd,1,2021-01-16T19:59:59.971200Z,Elton John,Your Song
196,41c5b3,1,2021-01-16T21:00:00Z,Ed Sheeran & Justin Bieber,I Don’t Care
196,41c5b3,2,2021-01-16T21:02:59.971200Z,Queen,I Want To Break Free
197,a9f512,1,2021-01-16T22:59:59.971200Z,Lewis Capaldi,Someone You Loved
197,a9f512,2,2021-01-16T23:03:00.028800Z,The Lion King,Can You Feel The Love Tonight
197,a9f512,3,2021-01-16T23:05:00.038400Z,Aladdin,A Whole New World
197,a9f512,4,2021-01-16T23:08:00.009600Z,Kesha,This Is Me (Greatest Showman)
197,a9f512,5,2021-01-16T23:10:59.980800Z,Alexandra Burke,Hallelujah
198,ffa716,1,2021-01-17T04:00:00.028800Z,High School Musical,Breaking Free
198,ffa716,2,2021-01-17T04:03:00Z,High School Musical,Breaking Free
198,ffa716,3,2021-01-17T04:05:59.971200Z,George Ezra,Shotgun
198,ffa716,4,2021-01-17T04:07:59.980800Z,Loren Allred,Never Enough (The Greatest Showman)
198,ffa716,5,2021-01-17T04:09:59.990400Z,Will Smith,The Fresh Prince Of Bel Air
198,ffa716,6,2021-01-17T04:12:00Z,Grease,You’re The One That I Want
199,b0c352,1,2021-01-17T10:00:00.028800Z,Tones And I,Dance Monkey
199,b0c352,2,2021-01-17T10:03:00Z,Mark Ronson Ft. Amy Winehouse,Valerie
199,b0c352,3,2021-01-17T10:05:59.971200Z,John Denver,"Take Me Home, Country Roads"
199,b0c352,4,2021-01-17T10:09:00.028800Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
199,b0c352,5,2021-01-17T10:12:00Z,Loren Allred,Never Enough (The Greatest Showman)
199,b0c352,6,2021-01-17T10:14:00.009600Z,High School Musical,Breaking Free
200,498a45,1,2021-01-17T16:00:00.028800Z,George Ezra,Shotgun
201,8c876d,1,2021-01-17T16:59:59.971200Z,Ariana Grande,7 Rings
201,8c876d,2,2021-01-17T17:03:00.028800Z,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
202,452d87,1,2021-01-17T19:00:00.028800Z,Luis Fonsi & Daddy Yankee,Despacito
202,452d87,2,2021-01-17T19:02:00.038400Z,Wham!,Last Christmas
203,a5632d,1,2021-01-17T21:00:00Z,Aqua,Barbie Girl
203,a5632d,2,2021-01-17T21:02:00.009600Z,Grease,Summer Nights
204,90980,1,2021-01-17T22:59:59.971200Z,Lady Gaga & Bradley Cooper,Shallow
204,90980,2,2021-01-17T23:03:00.028800Z,The Human League,Don’t You Want Me Baby
204,90980,3,2021-01-17T23:06:00Z,Guns N’ Roses,Sweet Child O’ Mine
205,6b550c,1,2021-01-18T01:59:59.971200Z,George Ezra,Shotgun
205,6b550c,2,2021-01-18T02:01:59.980800Z,Ed Sheeran,Perfect
205,6b550c,3,2021-01-18T02:03:59.990400Z,Grease,You’re The One That I Want
206,aa0846,1,2021-01-18T04:59:59.971200Z,The Lion King,I Just Can’t Wait To Be King
206,aa0846,2,2021-01-18T05:01:59.980800Z,ABBA,Gimme Gimme Gimme
206,aa0846,3,2021-01-18T05:03:59.990400Z,Outkast,Hey Ya
206,aa0846,4,2021-01-18T05:06:59.961600Z,Destiny’s Child,Say My Name
207,c01ecb,1,2021-01-18T09:00:00Z,Mark Ronson Ft. Amy Winehouse,Valerie
207,c01ecb,2,2021-01-18T09:02:59.971200Z,George Ezra,Shotgun
